City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Tautira,PF,-17.73,-149.15,82.4,48,40,18.34,thunderstorm with light rain
344,Peleduy,RU,59.63,112.74,-16.67,84,100,13.38,overcast clouds
345,Banon,ES,40.84,-1.19,42.8,38,98,26.4,overcast clouds
346,Vawkavysk,BY,53.16,24.45,35.38,94,100,5.14,light rain
347,Iskateley,RU,67.68,53.15,-1.91,91,10,11.54,clear sky
348,Pangnirtung,CA,66.15,-65.71,-14.75,83,100,2.35,overcast clouds
349,Khargone,IN,21.82,75.6,69.48,61,100,2.59,overcast clouds
350,Christchurch,NZ,-43.53,172.63,71.01,52,97,9.17,overcast clouds
351,Brownwood,US,31.71,-98.99,57.2,28,1,6.93,clear sky
352,Seddon,AU,-37.81,144.89,64.99,100,75,8.05,light rain
353,Fuxin,CN,42.02,121.66,1.09,74,0,5.5,clear sky
354,Akola,IN,20.73,77.0,65.16,52,76,6.29,broken clouds
355,Aykhal,RU,66.0,111.5,-18.4,75,0,6.71,clear sky
356,Marzuq,YE,14.4,46.47,59.7,58,22,1.74,few clouds
357,Erenhot,CN,43.65,111.98,-7.24,85,48,5.75,snow
358,Brae,GB,60.4,-1.35,37.4,86,49,12.75,scattered clouds
359,Avera,US,33.19,-82.53,60.8,84,90,6.64,mist
360,Kudahuvadhoo,MV,2.67,72.89,81.21,79,29,11.07,moderate rain
361,Cuiluan,CN,47.72,128.65,-16.83,85,5,4.81,clear sky
362,Bambous Virieux,MU,-20.34,57.76,77.0,69,20,11.41,light rain
363,Nortelandia,BR,-14.45,-56.8,82.02,62,36,0.16,light rain
364,Valdagno,IT,45.65,11.31,44.01,85,100,5.73,moderate rain
365,Qalyub,EG,30.18,31.21,61.0,93,67,6.2,mist
366,Souris,CA,49.62,-100.26,33.01,87,75,4.7,broken clouds
367,Grindavik,IS,63.84,-22.43,44.6,100,90,19.46,light rain
368,Anloga,GH,5.79,0.9,84.2,83,40,10.29,scattered clouds
369,Noyabrsk,RU,63.2,75.45,-28.39,85,0,9.13,clear sky
370,Songkhla,TH,6.83,100.67,75.2,100,75,6.89,broken clouds
371,Kaeo,NZ,-35.1,173.78,71.76,62,99,6.35,overcast clouds
372,Sangar,RU,63.92,127.47,-42.88,79,100,5.55,overcast clouds
373,Ratnagiri,IN,16.98,73.3,72.73,59,11,4.76,few clouds
374,Salaga,GH,8.55,-0.52,84.63,32,0,3.47,clear sky
375,Lasa,IT,46.62,10.7,34.0,100,90,3.33,overcast clouds
376,Urengoy,RU,65.97,78.37,-27.35,82,42,9.37,scattered clouds
377,Iberia,US,29.95,-91.75,48.2,66,1,10.29,clear sky
378,Nadadores,MX,27.05,-101.6,63.12,30,0,2.51,clear sky
379,Piranhas,BR,-16.43,-51.82,72.28,86,65,3.74,moderate rain
380,Sisophon,KH,13.59,102.97,65.5,67,1,6.22,clear sky
381,Upata,VE,8.01,-62.4,75.0,90,14,1.99,few clouds
382,Sadon,RU,42.85,44.0,23.0,92,8,2.24,clear sky
383,Bilma,NE,18.69,12.92,68.59,23,0,5.86,clear sky
384,Lakes Entrance,AU,-37.88,147.98,66.99,1,100,3.0,overcast clouds
385,Simpang,ID,-1.27,104.08,70.93,98,100,1.9,overcast clouds
386,Abu Zabad,SD,12.35,29.25,68.31,25,36,11.52,scattered clouds
387,Labrea,BR,-7.26,-64.8,75.9,95,95,3.22,heavy intensity rain
388,Sobolevo,RU,54.43,31.9,30.52,99,50,6.31,scattered clouds
389,Payson,US,40.04,-111.73,37.0,55,40,3.36,scattered clouds
390,Hofn,IS,64.25,-15.21,42.44,87,100,3.13,overcast clouds
391,Jacareacanga,BR,-6.22,-57.75,77.54,87,49,1.57,light rain
392,Sola,VU,-13.88,167.55,82.8,78,93,12.48,heavy intensity rain
393,Morro Bay,US,35.37,-120.85,63.0,87,72,1.01,broken clouds
394,Seoul,KR,37.57,126.98,14.0,61,1,1.54,clear sky
395,Mandera,KE,3.94,41.87,81.34,30,36,8.34,scattered clouds
396,Nelson Bay,AU,-32.72,152.15,77.0,78,81,8.05,broken clouds
397,Bima,ID,-8.47,118.72,79.27,82,94,3.11,overcast clouds
398,Gorontalo,ID,0.54,123.06,77.52,86,100,3.36,overcast clouds
399,Flin Flon,CA,54.77,-101.86,15.8,92,90,8.05,mist
400,Pemba,MZ,-12.97,40.52,80.6,83,75,5.82,broken clouds
401,Panama City,PA,8.99,-79.52,86.0,74,20,8.05,few clouds
402,Axim,GH,4.87,-2.24,79.3,85,0,9.31,clear sky
403,Qaqortoq,GL,60.72,-46.03,30.2,80,100,4.7,light shower snow
404,Paraiso,CR,9.84,-83.87,77.0,57,40,16.11,scattered clouds
405,Concordia,AR,-31.39,-58.02,87.8,38,0,10.29,clear sky
406,Osorno,CL,-40.57,-73.15,75.2,53,0,11.41,clear sky
407,Manacapuru,BR,-3.3,-60.62,78.8,88,75,4.7,thunderstorm
408,Ayia Galini,GR,35.1,24.68,59.0,84,98,4.74,overcast clouds
409,Lokosovo,RU,61.13,74.82,-28.28,83,0,5.01,clear sky
410,La Macarena,CO,2.18,-73.78,75.92,84,100,3.31,overcast clouds
411,Vila Franca Do Campo,PT,37.72,-25.43,59.0,87,40,25.28,light intensity shower rain
412,Houma,US,29.6,-90.72,57.2,54,1,10.29,clear sky
413,Port Moresby,PG,-9.44,147.18,82.4,78,20,5.82,few clouds
414,Mega,ET,4.05,38.3,59.97,75,61,8.23,broken clouds
415,Hearst,CA,49.68,-83.67,28.4,86,27,8.05,scattered clouds
416,Wapi Pathum,TH,15.85,103.38,62.01,99,16,8.23,few clouds
417,Aswan,EG,24.09,32.91,62.01,34,0,8.3,clear sky
418,Vanavara,RU,60.34,102.28,-21.8,87,100,7.47,overcast clouds
419,Peterhead,GB,57.51,-1.8,39.0,93,52,14.99,broken clouds
420,Verkhoyansk,RU,67.54,133.38,-38.56,79,83,0.4,broken clouds
421,Lengshuijiang,CN,27.69,111.43,39.61,73,46,3.18,scattered clouds
422,Valverde Del Camino,ES,37.58,-6.75,41.0,68,0,1.01,clear sky
423,Geraldton,AU,-28.77,114.6,82.4,34,0,10.29,clear sky
424,Naregal,IN,15.58,75.82,64.15,91,41,11.25,scattered clouds
425,Turkistan,KZ,43.0,68.0,20.08,86,0,3.31,clear sky
426,Nabire,ID,-3.37,135.48,77.79,85,100,1.83,overcast clouds
427,Touros,BR,-5.2,-35.46,78.8,78,20,10.29,few clouds
428,Singkang,MY,2.1,102.8,73.4,100,40,4.29,light rain
429,Qasigiannguit,GL,68.82,-51.19,14.0,66,80,1.12,broken clouds
430,Lahad Datu,MY,5.03,118.33,75.47,92,100,4.34,overcast clouds
431,Altamont,US,42.21,-121.74,37.99,86,90,6.93,overcast clouds
432,Arraial Do Cabo,BR,-22.97,-42.03,72.07,92,100,7.94,moderate rain
433,Vanimo,PG,-2.67,141.3,81.9,79,97,6.17,overcast clouds
434,Dengzhou,CN,37.81,120.75,29.66,94,100,8.03,overcast clouds
435,Hovd,MN,48.01,91.64,-6.97,84,95,3.0,overcast clouds
436,Ust-Kuyga,RU,70.02,135.6,-36.76,81,7,0.78,clear sky
437,Santa Marta,CO,11.24,-74.2,84.0,66,19,17.0,few clouds
438,Zhigansk,RU,66.77,123.37,-25.96,85,100,12.91,overcast clouds
439,Muroto,JP,33.28,134.15,32.0,61,75,5.82,broken clouds
440,Helong,CN,42.54,129.0,-1.53,79,0,6.49,clear sky
441,Karratha,AU,-20.74,116.85,88.3,58,28,14.72,light rain
442,Maine-Soroa,NE,13.21,12.02,72.5,19,0,7.25,clear sky
443,Eureka,US,40.8,-124.16,55.99,82,100,1.99,overcast clouds
444,Alma,CA,48.55,-71.65,23.0,100,91,5.82,overcast clouds
445,Iracoubo,GF,5.48,-53.2,78.58,84,97,11.43,overcast clouds
446,Kandrian,PG,-6.22,149.55,84.7,70,91,2.35,overcast clouds
447,Barreirinha,BR,-2.79,-57.07,83.84,63,66,2.84,broken clouds
448,Saint Anthony,US,45.02,-93.22,26.6,73,1,8.05,haze
449,Berkak,NO,62.83,10.01,19.06,86,0,5.77,clear sky
450,Bria,CF,6.54,21.99,70.99,34,55,2.13,broken clouds
451,Saryg-Sep,RU,51.5,95.6,-21.84,85,100,0.51,overcast clouds
452,Uige,AO,-7.61,15.06,64.44,91,100,0.72,overcast clouds
453,Mtsamboro,YT,-12.7,45.07,82.4,74,0,5.82,clear sky
454,Los Llanos De Aridane,ES,28.66,-17.92,62.6,67,0,6.93,clear sky
455,Ugoofaaru,MV,5.67,73.0,81.32,75,98,7.87,overcast clouds
456,Fuchu,JP,35.67,139.48,43.0,79,1,5.37,clear sky
457,Luancheng,CN,37.88,114.65,15.8,72,100,4.47,haze
458,Atasu,KZ,48.68,71.64,-10.37,85,0,8.86,clear sky
459,Satwas,IN,22.53,76.68,64.38,54,91,4.81,overcast clouds
460,Honiara,SB,-9.43,159.95,84.2,79,75,3.36,broken clouds
461,Pevek,RU,69.7,170.31,-11.7,84,56,1.74,broken clouds
462,Bastia,FR,42.67,9.33,50.0,67,0,5.82,clear sky
463,Kimbe,PG,-5.55,150.14,86.41,60,69,0.76,broken clouds
464,Joacaba,BR,-27.18,-51.5,67.53,63,46,2.01,scattered clouds
465,Lenger,KZ,42.18,69.88,19.4,100,90,3.13,fog
466,Radom,PL,51.4,21.15,37.99,90,91,6.96,overcast clouds
467,Algiers,DZ,36.75,3.04,44.6,75,75,3.36,light rain
468,Sernur,RU,56.93,49.15,12.61,96,100,11.56,light snow
469,Ahuimanu,US,21.44,-157.84,78.8,78,90,11.41,overcast clouds
470,Ambulu,ID,-8.35,113.61,76.73,85,100,2.46,overcast clouds
471,Pundaguitan,PH,6.37,126.17,78.73,89,99,13.8,overcast clouds
472,Dzaoudzi,YT,-12.79,45.27,82.4,74,0,5.82,clear sky
473,Gurun,MY,5.82,100.47,77.0,83,40,2.98,moderate rain
474,Esna,EG,25.29,32.55,57.2,62,0,3.36,clear sky
475,Jiaohe,CN,43.73,127.34,-10.05,85,0,2.15,snow
476,Buala,SB,-8.14,159.59,85.73,64,47,5.14,scattered clouds
477,Medicine Hat,CA,50.05,-110.67,41.0,65,75,18.34,broken clouds
478,Umba,RU,66.69,34.34,28.94,98,100,8.16,light snow
479,San Jose De Ocoa,DO,18.55,-70.5,75.99,94,75,6.53,broken clouds
480,Dudinka,RU,69.41,86.18,-13.0,83,90,17.9,light snow
481,Lerwick,GB,60.15,-1.15,37.4,86,42,12.75,scattered clouds
482,Camana,PE,-16.62,-72.71,71.02,80,100,4.38,overcast clouds
483,Hingatungan,PH,10.58,125.19,80.02,84,100,12.8,overcast clouds
484,Zelenogradsk,RU,54.96,20.48,30.2,92,90,6.71,overcast clouds
485,Lebyazhye,RU,55.27,66.49,-23.98,86,5,8.81,clear sky
486,Sao Lourenco Do Sul,BR,-31.37,-51.98,69.01,68,20,11.63,few clouds
487,Kuzhener,RU,56.81,48.91,13.53,96,100,11.52,overcast clouds
488,Aksu,CN,41.12,80.26,11.57,90,0,3.04,clear sky
489,Galesburg,US,40.95,-90.37,28.99,100,90,4.54,fog
490,Belaya Gora,RU,68.53,146.42,-35.39,83,25,2.26,scattered clouds
491,Domoni,KM,-12.26,44.53,80.2,77,100,4.47,overcast clouds
492,Waddan,LY,29.16,16.14,60.22,31,12,6.51,few clouds
493,Sosnovo-Ozerskoye,RU,52.52,111.54,-22.04,87,82,8.99,broken clouds
494,Fare,PF,-16.7,-151.02,81.09,74,0,16.82,clear sky
495,Chapais,CA,49.78,-74.85,21.2,92,90,5.82,light snow
496,Elko,US,41.0,-115.5,42.8,41,1,11.41,clear sky
497,Marquette,US,46.53,-87.63,26.01,92,20,10.29,few clouds
498,Vaasa,FI,63.1,21.62,28.99,86,90,6.93,overcast clouds
499,Mananara,MG,-16.17,49.77,74.64,89,80,5.59,light rain
500,Laukaa,RU,58.74,29.85,32.14,97,100,8.32,overcast clouds
501,Sakakah,SA,29.97,40.21,55.4,71,36,5.82,scattered clouds
502,Knysna,ZA,-34.04,23.05,65.93,83,0,2.84,clear sky
503,Padang,ID,-0.95,100.35,75.2,94,75,3.36,moderate rain
504,Moree,AU,-29.47,149.85,71.6,83,90,13.87,overcast clouds
505,Manaquiri,BR,-3.32,-60.35,80.6,83,40,3.36,thunderstorm
506,Gimli,CA,50.63,-96.99,33.8,79,100,14.99,overcast clouds
507,Sioux Lookout,CA,50.1,-91.92,24.8,92,90,9.17,mist
508,Kozhva,RU,65.11,57.05,-7.2,89,4,7.05,clear sky
509,Kiunga,PG,-6.12,141.29,79.05,89,84,1.83,broken clouds
510,Boat Of Garten,GB,57.25,-3.76,35.6,92,99,6.93,overcast clouds
511,Yining,CN,29.04,114.56,35.33,83,53,0.63,broken clouds
512,Springbok,ZA,-29.66,17.89,67.23,79,94,24.34,overcast clouds
513,Port Keats,AU,-14.25,129.55,86.58,81,94,10.71,overcast clouds
514,Muros,ES,42.78,-9.06,37.99,96,3,1.99,clear sky
515,Sindor,RU,62.86,51.89,7.25,94,100,8.57,overcast clouds
516,Zhukovo,RU,55.03,36.74,32.0,97,37,4.47,scattered clouds
517,Wawa,NG,9.9,4.42,81.27,23,0,2.21,clear sky
518,Raichur,IN,16.2,77.37,63.27,81,66,5.93,broken clouds
519,Marsa Matruh,EG,31.35,27.25,62.6,67,0,5.82,clear sky
520,Pitimbu,BR,-7.47,-34.81,78.8,83,20,6.93,few clouds
521,Nantucket,US,41.28,-70.1,46.4,70,75,17.22,broken clouds
522,Kholm,RU,59.27,32.85,32.07,98,100,7.81,overcast clouds
523,Kifri,IQ,34.7,44.97,54.32,49,88,2.1,overcast clouds
524,Jacksonville Beach,US,30.29,-81.39,77.0,69,1,6.93,clear sky
525,Nikel,RU,69.41,30.22,15.8,85,73,11.41,broken clouds
526,Mahon,ES,39.89,4.27,41.0,86,20,11.41,few clouds
527,Tailai,CN,46.38,123.4,-7.49,82,0,4.41,light snow
528,Meulaboh,ID,4.14,96.13,75.69,90,99,5.26,light rain
529,Sacama,EC,-3.9,-79.27,73.4,60,75,11.41,broken clouds
530,Kisangani,CD,0.52,25.2,70.3,95,89,2.39,overcast clouds
531,Pemangkat,ID,1.17,108.97,75.76,91,99,3.22,overcast clouds
532,Cherlak,RU,54.16,74.81,-33.11,84,3,5.41,clear sky
533,Muridke,PK,31.8,74.26,50.0,87,40,5.82,smoke
534,Maningrida,AU,-12.07,134.27,85.03,75,95,8.5,overcast clouds
535,Kwinana,AU,-32.25,115.77,66.0,59,100,26.4,overcast clouds
536,Birao,CF,10.28,22.79,71.46,22,53,6.33,broken clouds
537,Roebourne,AU,-20.78,117.13,88.16,58,31,13.67,light rain
538,Lodwar,KE,3.12,35.6,82.04,47,56,18.5,broken clouds
539,Lahaina,US,20.88,-156.68,80.6,61,40,23.04,scattered clouds
540,Ilembula,TZ,-8.9,34.58,62.82,85,99,1.97,overcast clouds
541,Anjiang,CN,27.32,110.1,44.53,69,82,2.71,broken clouds
542,Sorong,ID,-0.88,131.25,81.14,84,100,14.09,overcast clouds
543,Abu Samrah,SY,35.3,37.18,54.46,61,65,4.79,broken clouds
544,Juneau,US,58.3,-134.42,33.01,92,90,3.36,light snow
545,Nuuk,GL,64.18,-51.72,24.8,85,100,3.36,snow
546,Hongjiang,CN,27.11,110.0,41.92,76,35,2.82,scattered clouds
547,Kulhudhuffushi,MV,6.62,73.07,81.16,74,49,7.61,scattered clouds
548,Sawakin,SD,19.11,37.33,77.56,77,3,5.46,clear sky
549,Mercedes,AR,-34.65,-59.43,86.0,40,0,4.0,clear sky
550,Camocim,BR,-2.9,-40.84,80.71,74,12,14.0,few clouds
551,Vostok,RU,46.49,135.88,-17.23,90,100,4.68,overcast clouds
552,Srednekolymsk,RU,67.45,153.68,-23.22,86,100,7.54,overcast clouds
553,Biak,ID,-0.91,122.88,79.3,74,98,3.0,overcast clouds
554,Emerald,AU,-23.53,148.17,80.6,69,90,8.05,overcast clouds
555,Meadow Lake,US,34.8,-106.54,48.0,30,75,6.93,broken clouds
556,Tura,IN,25.52,90.22,56.17,79,76,3.24,broken clouds
557,Necochea,AR,-38.55,-58.74,77.41,40,0,10.09,clear sky
558,Jibuti,DJ,11.5,42.5,75.2,78,75,3.36,broken clouds
559,Hare Bay,CA,48.85,-54.01,24.8,73,40,2.24,scattered clouds
560,Foki,RU,56.69,54.35,11.32,95,100,9.48,overcast clouds
561,Riviere-Au-Renard,CA,49.0,-64.4,21.2,92,90,3.36,snow
562,Ahipara,NZ,-35.17,173.17,71.82,62,99,4.76,overcast clouds
563,Alofi,NU,-19.06,-169.92,77.0,94,79,5.82,broken clouds
564,Sistranda,NO,63.73,8.83,30.2,80,0,9.17,clear sky
565,Cloquet,US,46.72,-92.46,21.2,92,1,6.98,mist
566,Nara,JP,34.69,135.8,41.0,64,20,9.17,few clouds
567,Sembe,CG,1.65,14.58,74.64,74,98,3.36,overcast clouds
568,Skagen,DK,57.72,10.58,37.0,92,98,8.01,overcast clouds
569,Saint Albans,GB,51.75,-0.33,34.0,95,90,8.05,mist
570,Manavalakurichi,IN,8.13,77.3,78.8,88,20,6.78,mist
571,Havoysund,NO,71.0,24.66,30.2,86,61,11.41,broken clouds
572,Savannah Bight,HN,16.45,-85.85,82.4,78,75,4.7,broken clouds
573,Sisimiut,GL,66.94,-53.67,16.88,91,99,4.85,overcast clouds
574,Wakkanai,JP,45.41,141.67,19.53,92,100,11.79,light snow
575,Walvis Bay,NA,-22.96,14.51,64.0,93,100,8.05,light rain
576,Paamiut,GL,61.99,-49.67,27.72,98,100,6.91,light snow
577,Stolin,BY,51.89,26.85,33.12,93,76,6.04,broken clouds
578,Beyneu,KZ,45.32,55.2,26.24,81,76,12.39,broken clouds
579,Yongan,CN,39.7,113.69,10.36,77,43,2.71,scattered clouds
580,Quimperle,FR,47.87,-3.55,37.99,93,75,4.7,broken clouds
581,Khani,GE,41.96,42.96,39.2,93,0,3.36,clear sky
582,Otradnoye,RU,59.78,30.82,32.0,90,98,1.99,overcast clouds
583,Show Low,US,34.25,-110.03,48.2,23,1,10.29,clear sky
584,Kholmogory,RU,64.22,41.66,21.2,92,90,11.18,overcast clouds
585,Svetlogorsk,BY,52.63,29.73,32.72,95,75,6.4,broken clouds
586,Gilgit,PK,35.92,74.31,25.03,45,0,3.6,clear sky
587,Hamilton,US,39.18,-84.53,39.2,69,90,5.82,overcast clouds
588,Bressanone,IT,46.72,11.66,34.0,100,90,2.71,drizzle
589,Kalabo,ZM,-14.97,22.68,68.86,89,100,6.51,light rain
590,Mahina,PF,-17.51,-149.49,82.4,48,40,18.34,light rain
591,Swan Hill,AU,-35.34,143.55,76.23,59,2,8.41,clear sky
592,Impfondo,CG,1.64,18.07,75.85,78,100,3.18,overcast clouds
593,Pineville,US,31.32,-92.43,48.2,61,1,6.93,clear sky
594,Kouroussa,GN,10.65,-9.88,77.59,24,0,0.54,clear sky
595,Oum Hadjer,TD,13.3,19.7,76.98,20,23,11.14,few clouds
596,Rudnyy,KZ,52.96,63.12,3.2,77,0,11.18,clear sky
597,Marsh Harbour,BS,26.54,-77.06,75.61,72,80,11.07,broken clouds
598,Gucheng,CN,35.91,111.32,31.3,74,100,2.24,overcast clouds
599,Poum,NC,-20.23,164.02,81.23,81,100,17.54,moderate rain
600,Havelock,US,34.88,-76.9,64.0,100,40,2.55,light rain
601,Norman Wells,CA,65.28,-126.83,1.4,70,90,17.22,overcast clouds
602,Tiznit,MA,29.58,-9.5,50.61,79,84,4.92,broken clouds
603,Tuy Hoa,VN,13.08,109.3,69.48,89,100,10.85,overcast clouds
604,Ewa Beach,US,21.32,-158.01,80.6,54,75,13.87,broken clouds
605,Valparaiso,CL,-33.04,-71.63,64.99,72,20,6.93,few clouds
606,Pontianak,ID,-0.03,109.33,76.55,90,100,1.5,overcast clouds
607,Tsaratanana,MG,-16.78,47.65,72.75,64,65,10.2,broken clouds
608,Thunder Bay,CA,48.4,-89.32,23.0,85,75,3.36,broken clouds
609,Qiyang,CN,26.59,111.85,40.86,69,0,2.55,clear sky
610,Lekoni,GA,-1.58,14.26,75.69,76,92,3.76,overcast clouds
611,Belyy Yar,RU,53.6,91.39,-22.0,74,75,1.34,broken clouds
612,Liberal,US,37.04,-100.92,51.8,32,1,9.17,clear sky
613,Do Gonbadan,IR,30.36,50.8,46.4,87,0,2.37,clear sky
614,Carauari,BR,-4.88,-66.9,79.61,81,88,2.51,light rain
615,Camacari,BR,-12.7,-38.32,82.4,65,40,17.22,scattered clouds
616,Terney,RU,45.05,136.61,-3.84,82,52,11.68,broken clouds
617,Mapiri,BO,-15.25,-68.17,72.54,87,94,0.78,moderate rain
618,Vila,PT,42.03,-8.16,34.0,92,10,2.53,clear sky
619,Tibati,CM,6.47,12.63,70.25,30,24,2.3,few clouds
620,Wenling,CN,28.37,121.36,44.01,70,100,7.85,overcast clouds
621,Raudeberg,NO,61.99,5.14,32.0,79,2,8.05,clear sky
622,Merritt Island,US,28.54,-80.67,75.2,78,40,11.41,scattered clouds
623,Vao,NC,-22.67,167.48,78.91,82,99,5.06,overcast clouds
624,Wanning,CN,18.8,110.4,64.58,80,84,7.05,broken clouds
625,Dingle,PH,11.0,122.67,76.78,91,100,7.61,heavy intensity rain
626,Haicheng,CN,40.85,122.75,5.29,79,0,0.58,clear sky
627,Sayan,PE,-11.14,-77.19,70.56,66,89,5.06,heavy intensity rain
628,Kedrovyy,RU,56.17,91.82,-16.6,68,40,6.71,light snow
629,Menongue,AO,-14.66,17.69,62.38,93,100,4.07,overcast clouds
630,Gao,ML,16.64,1.64,73.15,28,0,5.19,clear sky
631,Watsa,CD,3.04,29.54,64.04,95,48,1.99,scattered clouds
632,Cascais,PT,38.7,-9.42,48.0,93,0,2.24,clear sky
633,Tual,ID,-5.67,132.75,83.21,77,100,16.46,moderate rain
634,Bud,US,39.45,-86.18,35.01,91,90,8.05,overcast clouds
635,Trincomalee,LK,8.57,81.23,80.35,82,35,12.3,light rain
636,Paka,MY,4.64,103.44,78.8,88,100,9.17,light rain
637,Teguise,ES,29.06,-13.56,62.6,59,20,8.05,few clouds
638,Vagamo,NO,61.88,9.1,15.49,87,9,3.04,clear sky
639,Zhangye,CN,38.93,100.45,9.54,74,0,3.31,clear sky
640,Atar,MR,20.52,-13.05,63.09,30,0,8.7,clear sky
641,Maldonado,UY,-34.67,-54.92,77.0,44,0,12.75,clear sky
642,Maham,IN,28.98,76.3,55.0,70,69,8.1,light rain
643,Nchelenge,ZM,-9.35,28.73,68.34,90,100,3.04,light rain
644,Mouzouras,GR,35.53,24.15,53.6,87,75,5.53,broken clouds
645,Pafos,CY,34.77,32.42,53.6,71,20,5.82,few clouds
646,Noormarkku,FI,61.59,21.87,28.4,79,90,9.17,overcast clouds
647,Sao Miguel Dos Campos,BR,-9.78,-36.09,75.2,88,40,4.7,scattered clouds
648,Jalu,LY,29.03,21.55,55.22,52,0,10.54,clear sky
649,Maarianhamina,AX,60.1,19.93,32.0,87,75,4.7,broken clouds
650,Chokwe,MZ,-24.53,32.98,72.91,92,97,10.11,light rain
651,Westport,US,41.14,-73.36,44.01,50,0,10.51,clear sky
652,Buluang,PH,13.31,123.34,76.15,92,99,3.96,light rain
653,Koumac,NC,-20.57,164.28,82.15,78,100,10.09,overcast clouds
654,Nkan,GA,0.38,9.78,82.4,83,20,4.7,few clouds
655,Green River,US,41.53,-109.47,28.4,63,75,20.8,broken clouds
656,Pop,UZ,40.87,71.11,23.0,92,90,2.24,fog
657,Binzhou,CN,37.37,118.02,25.36,96,100,6.62,overcast clouds
658,Kishtwar,IN,33.32,75.77,39.94,59,100,3.87,light snow
659,Tsumeb,NA,-19.23,17.72,68.99,77,100,7.63,overcast clouds
660,Rakai,UG,-0.72,31.48,60.35,96,96,2.59,overcast clouds
661,Kenai,US,60.55,-151.26,10.99,70,1,3.36,clear sky
662,Skhisma,GR,35.27,25.72,61.0,87,75,14.99,broken clouds
663,Yangcun,CN,39.36,117.06,15.8,92,21,4.47,mist
664,Navahrudak,BY,53.6,25.83,32.56,100,100,2.98,light snow
665,Trinidad,BO,-14.83,-64.9,80.6,88,75,9.17,shower rain
666,Qom,IR,34.64,50.88,39.54,69,0,3.04,clear sky
667,Durban,ZA,-29.86,31.03,66.99,82,0,8.05,clear sky
668,Aberdeen,GB,57.14,-2.1,36.0,93,22,14.99,few clouds
669,Chapada Dos Guimaraes,BR,-15.46,-55.75,87.8,52,20,5.82,heavy intensity rain
670,Shingu,JP,33.73,135.98,38.16,76,20,7.05,few clouds
671,Fredericksburg,US,38.3,-77.46,53.6,71,1,4.83,clear sky
672,Halesowen,GB,52.45,-2.05,34.0,96,88,8.37,light rain
673,Upington,ZA,-28.45,21.26,73.4,73,100,12.75,light rain
674,Manokwari,ID,-0.87,134.08,81.07,76,100,8.37,moderate rain
675,Bonavista,CA,48.65,-53.11,23.0,73,35,2.24,scattered clouds
676,Susanino,RU,58.15,41.59,21.51,98,100,5.95,light snow
677,Robertsport,LR,6.75,-11.37,80.73,82,0,11.65,clear sky
678,Soe,ID,-9.86,124.28,71.62,93,69,2.28,broken clouds
679,Bom Jesus,BR,-9.07,-44.36,78.24,64,36,2.82,moderate rain
680,Floro,NO,61.6,5.03,32.0,79,34,8.05,scattered clouds
681,Coihaique,CL,-45.58,-72.07,62.6,77,90,5.82,light intensity shower rain
682,Chickasha,US,35.05,-97.94,46.4,65,1,6.93,clear sky
683,Altamira,BR,-3.2,-52.21,75.81,88,100,1.57,overcast clouds
684,Mangrol,IN,21.12,70.12,61.29,41,11,12.73,few clouds
685,Kyshtovka,RU,56.55,76.63,-27.62,85,0,3.65,clear sky
686,Novochernorechenskiy,RU,56.27,91.08,-22.5,87,100,4.85,overcast clouds
687,Teknaf,BD,20.86,92.31,62.22,81,60,3.53,broken clouds
688,Bahraich,IN,27.58,81.6,56.14,39,17,4.21,few clouds
689,Kupang,ID,-10.17,123.58,78.8,94,20,1.12,few clouds
